# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
mRNA		GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11022646	11033694	-	XM_066329096.1		XP_066185193.1	CDC like kinase 4, transcript variant X2	CLK4	136367463		2336	2336	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11022646	11033693	-	XM_066329095.1		XP_066185192.1	CDC like kinase 4, transcript variant X1	CLK4	136367463		2395	2395	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11022646	11033141	-	XM_066329097.1		XP_066185194.1	CDC like kinase 4, transcript variant X3	CLK4	136367463		1850	1850	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11022864	11033301	-	XP_066185193.1		XM_066329096.1	dual specificity protein kinase CLK4 isoform X2	CLK4	136367463		1725	574	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11022864	11033301	-	XP_066185192.1		XM_066329095.1	dual specificity protein kinase CLK4 isoform X1	CLK4	136367463		1785	594	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11022864	11031138	-	XP_066185194.1		XM_066329097.1	dual specificity protein kinase CLK4 isoform X3	CLK4	136367463		1494	497	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11044976	11068965	-				RasGEF domain family member 1C	RASGEF1C	136367464		23990		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11044976	11068965	-	XM_066329098.1		XP_066185195.1	RasGEF domain family member 1C	RASGEF1C	136367464		1988	1988	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11045540	11068960	-	XP_066185195.1		XM_066329098.1	ras-GEF domain-containing family member 1C	RASGEF1C	136367464		1419	472	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11207850	11234216	-				mitogen-activated protein kinase 9	MAPK9	136367465		26367		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11207850	11234216	-	XM_066329099.1		XP_066185196.1	mitogen-activated protein kinase 9, transcript variant X1	MAPK9	136367465		8192	8192	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11207850	11233643	-	XM_066329100.1		XP_066185197.1	mitogen-activated protein kinase 9, transcript variant X2	MAPK9	136367465		8193	8193	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11207850	11230805	-	XM_066329103.1		XP_066185200.1	mitogen-activated protein kinase 9, transcript variant X5	MAPK9	136367465		8550	8550	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11207850	11230803	-	XM_066329101.1		XP_066185198.1	mitogen-activated protein kinase 9, transcript variant X3	MAPK9	136367465		8476	8476	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11214641	11230321	-	XP_066185198.1		XM_066329101.1	mitogen-activated protein kinase 9 isoform X2	MAPK9	136367465		1203	400	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11214641	11230321	-	XP_066185196.1		XM_066329099.1	mitogen-activated protein kinase 9 isoform X1	MAPK9	136367465		1275	424	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11214641	11230321	-	XP_066185197.1		XM_066329100.1	mitogen-activated protein kinase 9 isoform X1	MAPK9	136367465		1275	424	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11214641	11230321	-	XP_066185200.1		XM_066329103.1	mitogen-activated protein kinase 9 isoform X4	MAPK9	136367465		1275	424	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11214660	11230802	-	XM_066329102.1		XP_066185199.1	mitogen-activated protein kinase 9, transcript variant X4	MAPK9	136367465		1742	1742	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11214772	11230321	-	XP_066185199.1		XM_066329102.1	mitogen-activated protein kinase 9 isoform X3	MAPK9	136367465		1149	382	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11235584	11257923	-				glutamine-fructose-6-phosphate transaminase 2	GFPT2	136367467		22340		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11235584	11257923	-	XM_066329104.1		XP_066185201.1	glutamine-fructose-6-phosphate transaminase 2, transcript variant X1	GFPT2	136367467		3006	3006	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11235584	11252470	-	XM_066329105.1		XP_066185202.1	glutamine-fructose-6-phosphate transaminase 2, transcript variant X2	GFPT2	136367467		2904	2904	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11236404	11257834	-	XP_066185201.1		XM_066329104.1	glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2 isoform X1	GFPT2	136367467		2097	698	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11236404	11252435	-	XP_066185202.1		XM_066329105.1	glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2 isoform X2	GFPT2	136367467		2049	682	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11301006	11302585	-				WAS/WASL-interacting protein family member 3-like	LOC136367761	136367761		1580		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11301006	11302585	-	XM_066329557.1		XP_066185654.1	WAS/WASL-interacting protein family member 3-like	LOC136367761	136367761		1344	1344	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11301006	11302585	-	XP_066185654.1		XM_066329557.1	WAS/WASL-interacting protein family member 3-like	LOC136367761	136367761		1344	447	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11301237	11333900	+				CCR4-NOT transcription complex subunit 6	CNOT6	136367468		32664		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11301237	11333900	+	XM_066329110.1		XP_066185207.1	CCR4-NOT transcription complex subunit 6, transcript variant X4	CNOT6	136367468		5730	5730	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11301238	11333900	+	XM_066329109.1		XP_066185206.1	CCR4-NOT transcription complex subunit 6, transcript variant X3	CNOT6	136367468		6067	6067	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11301238	11333900	+	XM_066329107.1		XP_066185204.1	CCR4-NOT transcription complex subunit 6, transcript variant X1	CNOT6	136367468		5744	5744	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11302490	11333900	+	XM_066329108.1		XP_066185205.1	CCR4-NOT transcription complex subunit 6, transcript variant X2	CNOT6	136367468		6726	6726	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11315721	11330015	+	XP_066185204.1		XM_066329107.1	CCR4-NOT transcription complex subunit 6 isoform X1	CNOT6	136367468		1674	557	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11315721	11330015	+	XP_066185205.1		XM_066329108.1	CCR4-NOT transcription complex subunit 6 isoform X1	CNOT6	136367468		1674	557	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11315721	11330015	+	XP_066185206.1		XM_066329109.1	CCR4-NOT transcription complex subunit 6 isoform X1	CNOT6	136367468		1674	557	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11315721	11330015	+	XP_066185207.1		XM_066329110.1	CCR4-NOT transcription complex subunit 6 isoform X2	CNOT6	136367468		1659	552	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11345381	11349321	-				uncharacterized LOC136367469	LOC136367469	136367469		3941		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11345381	11349321	-	XM_066329111.1		XP_066185208.1	uncharacterized protein	LOC136367469	136367469		2256	2256	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11346562	11347551	-	XP_066185208.1		XM_066329111.1	uncharacterized protein	LOC136367469	136367469		990	329	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11355755	11377419	-				A disintegrin and metalloproteinase with thrombospondin motifs 2-like	LOC136367762	136367762		21665		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11355755	11377419	-	XM_066329558.1		XP_066185655.1	A disintegrin and metalloproteinase with thrombospondin motifs 2-like	LOC136367762	136367762		5775	5775	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11359529	11377419	-	XP_066185655.1		XM_066329558.1	A disintegrin and metalloproteinase with thrombospondin motifs 2-like	LOC136367762	136367762		2001	666	
gene	lncRNA	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11378655	11387481	-				uncharacterized LOC136367476	LOC136367476	136367476		8827		
ncRNA	lncRNA	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11378655	11387481	-	XR_010744696.1			uncharacterized lncRNA	LOC136367476	136367476		381	381	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11389264	11528629	-				A disintegrin and metalloproteinase with thrombospondin motifs 2-like	LOC136367763	136367763		139366		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11389264	11528629	-	XM_066329560.1		XP_066185657.1	A disintegrin and metalloproteinase with thrombospondin motifs 2-like	LOC136367763	136367763		1410	1410	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11389264	11528629	-	XP_066185657.1		XM_066329560.1	A disintegrin and metalloproteinase with thrombospondin motifs 2-like	LOC136367763	136367763		1410	469	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11590583	11605242	+				RUN and FYVE domain containing 1	RUFY1	136367474		14660		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11590583	11605242	+	XM_066329128.1		XP_066185225.1	RUN and FYVE domain containing 1, transcript variant X1	RUFY1	136367474		2693	2693	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11590583	11604546	+	XM_066329129.1		XP_066185226.1	RUN and FYVE domain containing 1, transcript variant X2	RUFY1	136367474		2030	2030	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11590609	11604657	+	XP_066185225.1		XM_066329128.1	RUN and FYVE domain-containing protein 1 isoform X1	RUFY1	136367474		2082	693	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11590609	11604513	+	XP_066185226.1		XM_066329129.1	RUN and FYVE domain-containing protein 1 isoform X2	RUFY1	136367474		1971	656	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11592059	11605242	+	XM_066329130.1		XP_066185227.1	RUN and FYVE domain containing 1, transcript variant X3	RUFY1	136367474		2501	2501	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11592151	11604657	+	XP_066185227.1		XM_066329130.1	RUN and FYVE domain-containing protein 1 isoform X3	RUFY1	136367474		1824	607	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11606301	11621794	-				heterogeneous nuclear ribonucleoprotein H1	HNRNPH1	136367470		15494		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11606301	11621794	-	XM_066329119.1		XP_066185216.1	heterogeneous nuclear ribonucleoprotein H1, transcript variant X7	HNRNPH1	136367470		2448	2448	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11606301	11621794	-	XM_066329113.1		XP_066185210.1	heterogeneous nuclear ribonucleoprotein H1, transcript variant X2	HNRNPH1	136367470		2508	2508	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11606301	11621304	-	XM_066329116.1		XP_066185213.1	heterogeneous nuclear ribonucleoprotein H1, transcript variant X4	HNRNPH1	136367470		2566	2566	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11606301	11621304	-	XM_066329120.1		XP_066185217.1	heterogeneous nuclear ribonucleoprotein H1, transcript variant X8	HNRNPH1	136367470		2681	2681	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11606301	11621302	-	XM_066329117.1		XP_066185214.1	heterogeneous nuclear ribonucleoprotein H1, transcript variant X5	HNRNPH1	136367470		2700	2700	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11606301	11621299	-	XM_066329114.1		XP_066185211.1	heterogeneous nuclear ribonucleoprotein H1, transcript variant X3	HNRNPH1	136367470		2561	2561	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11606301	11621297	-	XM_066329122.1		XP_066185219.1	heterogeneous nuclear ribonucleoprotein H1, transcript variant X10	HNRNPH1	136367470		2611	2611	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11606301	11621297	-	XM_066329112.1		XP_066185209.1	heterogeneous nuclear ribonucleoprotein H1, transcript variant X1	HNRNPH1	136367470		2580	2580	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11606301	11621294	-	XM_066329124.1		XP_066185221.1	heterogeneous nuclear ribonucleoprotein H1, transcript variant X12	HNRNPH1	136367470		2412	2412	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11606301	11621293	-	XM_066329121.1		XP_066185218.1	heterogeneous nuclear ribonucleoprotein H1, transcript variant X9	HNRNPH1	136367470		2492	2492	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11606301	11621291	-	XM_066329118.1		XP_066185215.1	heterogeneous nuclear ribonucleoprotein H1, transcript variant X6	HNRNPH1	136367470		2514	2514	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11606301	11621290	-	XM_066329123.1		XP_066185220.1	heterogeneous nuclear ribonucleoprotein H1, transcript variant X11	HNRNPH1	136367470		2429	2429	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11606954	11621014	-	XP_066185221.1		XM_066329124.1	heterogeneous nuclear ribonucleoprotein H isoform X10	HNRNPH1	136367470		1479	492	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11606954	11621014	-	XP_066185220.1		XM_066329123.1	heterogeneous nuclear ribonucleoprotein H isoform X9	HNRNPH1	136367470		1500	499	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11606954	11621014	-	XP_066185215.1		XM_066329118.1	heterogeneous nuclear ribonucleoprotein H isoform X5	HNRNPH1	136367470		1584	527	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11606954	11621014	-	XP_066185216.1		XM_066329119.1	heterogeneous nuclear ribonucleoprotein H isoform X5	HNRNPH1	136367470		1584	527	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11606954	11621014	-	XP_066185213.1		XM_066329116.1	heterogeneous nuclear ribonucleoprotein H isoform X3	HNRNPH1	136367470		1623	540	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11606954	11621014	-	XP_066185218.1		XM_066329121.1	heterogeneous nuclear ribonucleoprotein H isoform X7	HNRNPH1	136367470		1560	519	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11606954	11621014	-	XP_066185211.1		XM_066329114.1	heterogeneous nuclear ribonucleoprotein H isoform X2	HNRNPH1	136367470		1623	540	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11606954	11621014	-	XP_066185209.1		XM_066329112.1	heterogeneous nuclear ribonucleoprotein H isoform X1	HNRNPH1	136367470		1644	547	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11606954	11621014	-	XP_066185210.1		XM_066329113.1	heterogeneous nuclear ribonucleoprotein H isoform X1	HNRNPH1	136367470		1644	547	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11607114	11621014	-	XP_066185219.1		XM_066329122.1	heterogeneous nuclear ribonucleoprotein H isoform X8	HNRNPH1	136367470		1515	504	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11607114	11621014	-	XP_066185217.1		XM_066329120.1	heterogeneous nuclear ribonucleoprotein H isoform X6	HNRNPH1	136367470		1578	525	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11607114	11621014	-	XP_066185214.1		XM_066329117.1	heterogeneous nuclear ribonucleoprotein H isoform X4	HNRNPH1	136367470		1599	532	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11615743	11620399	+				deoxycytidine kinase 2	LOC136367472	136367472		4657		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11615743	11620399	+	XM_066329125.1		XP_066185222.1	deoxycytidine kinase 2	LOC136367472	136367472		1275	1275	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11615943	11620137	+	XP_066185222.1		XM_066329125.1	deoxycytidine kinase 2	LOC136367472	136367472		813	270	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11629894	11636369	-				leukotriene C4 synthase-like	LOC136367473	136367473		6476		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11629894	11636369	-	XM_066329127.1		XP_066185224.1	leukotriene C4 synthase-like	LOC136367473	136367473		1564	1564	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11630529	11633493	-	XP_066185224.1		XM_066329127.1	leukotriene C4 synthase-like	LOC136367473	136367473		438	145	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11649248	11667997	+				calnexin	CANX	136367475		18750		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11649248	11667997	+	XM_066329131.1		XP_066185228.1	calnexin	CANX	136367475		3723	3723	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11657015	11666165	+	XP_066185228.1		XM_066329131.1	calnexin	CANX	136367475		1812	603	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11669856	11692449	+				mastermind like transcriptional coactivator 1	MAML1	136367477		22594		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11669856	11692449	+	XM_066329132.1		XP_066185229.1	mastermind like transcriptional coactivator 1, transcript variant X1	MAML1	136367477		6915	6915	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11669856	11692449	+	XM_066329133.1		XP_066185230.1	mastermind like transcriptional coactivator 1, transcript variant X2	MAML1	136367477		6912	6912	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11670240	11689056	+	XP_066185229.1		XM_066329132.1	mastermind-like protein 1 isoform X1	MAML1	136367477		3138	1045	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11670240	11689056	+	XP_066185230.1		XM_066329133.1	mastermind-like protein 1 isoform X2	MAML1	136367477		3135	1044	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11694794	11702198	+				leukotriene C4 synthase-like	LOC136367479	136367479		7405		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11694794	11702198	+	XM_066329136.1		XP_066185233.1	leukotriene C4 synthase-like	LOC136367479	136367479		655	655	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11694872	11702062	+	XP_066185233.1		XM_066329136.1	leukotriene C4 synthase-like	LOC136367479	136367479		441	146	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	14	NC_089153.1	11702769	11753780	-				alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B	MGAT4B	136367478		51012		
